0.0,0.62,0.0,1.0,0.0,1.0,1.0,0.62,0.0,0.0,1.0,0.0,BENIGN
0.0,0.62,0.0,1.0,0.0,1.0,1.0,0.62,0.17,0.0,1.0,0.0,MALICIOUS
0.0,0.62,0.0,1.0,0.0,1.0,1.0,0.62,0.0,0.0,1.0,0.0,MALICIOUS
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.33,0.01,0.0,1.0,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.5,0.01,0.0,0.99,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.33,0.01,0.0,0.55,BENIGN
0.0,0.62,0.0,1.0,0.0,1.0,1.0,0.62,0.5,0.0,1.0,0.0,BENIGN
0.0,0.62,0.0,1.0,0.0,1.0,1.0,0.62,0.33,0.0,1.0,0.0,BENIGN
0.0,0.62,0.0,1.0,0.0,1.0,1.0,0.62,0.33,0.0,0.0,0.0,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.33,1.0,0.0,0.55,BENIGN
0.0,0.62,0.0,1.0,0.0,1.0,1.0,0.62,0.17,0.0,1.0,0.0,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.33,1.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,1.0,0.17,1.0,0.0,0.55,MALICIOUS
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.67,1.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.67,0.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.54,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.67,0.0,0.0,0.54,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.33,1.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.83,1.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,1.0,0.0,0.0,0.01,0.0,0.37,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.55,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.37,BENIGN
0.0,0.62,0.0,0.67,0.5,0.0,1.0,0.0,0.0,0.01,0.0,0.37,MALICIOUS
0.04,0.31,0.0,1.0,0.0,1.0,1.0,0.62,0.0,0.0,1.0,0.0,BENIGN
0.04,0.31,0.0,0.67,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.55,MALICIOUS
0.04,0.31,0.0,1.0,0.0,1.0,1.0,0.62,0.0,0.0,1.0,0.0,MALICIOUS
0.04,0.31,0.0,0.67,0.5,0.0,0.0,0.0,0.33,0.01,0.0,1.0,BENIGN
0.04,0.31,0.0,1.0,0.0,1.0,1.0,0.62,0.33,0.0,1.0,0.0,BENIGN
0.04,0.31,0.0,0.67,0.5,0.0,0.0,0.0,0.5,0.01,0.0,0.99,BENIGN
0.04,0.31,0.0,0.67,0.5,0.0,0.0,0.0,0.33,1.0,0.0,0.55,BENIGN
0.04,0.31,0.0,1.0,0.0,1.0,1.0,0.62,0.5,0.0,1.0,0.0,BENIGN
0.04,0.31,0.0,0.67,0.5,0.0,0.0,1.0,0.17,1.0,0.0,0.55,BENIGN
0.04,0.31,0.0,0.67,0.5,0.0,0.0,0.0,0.33,1.0,0.0,0.55,BENIGN
0.04,0.31,0.0,1.0,0.0,1.0,1.0,0.62,0.17,0.0,1.0,0.0,BENIGN
0.04,0.31,0.0,0.67,0.5,0.0,0.0,0.0,0.33,1.0,0.0,0.55,BENIGN
0.04,0.31,0.0,0.67,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.55,BENIGN
0.04,0.31,0.0,0.67,0.5,0.0,0.0,0.0,0.33,1.0,0.0,0.55,BENIGN
0.04,0.31,0.0,0.67,0.5,0.0,0.0,1.0,0.17,1.0,0.0,0.55,MALICIOUS
